0.1	1.1306
0.12	0.49131
0.14	0.87945
0.16	1.017
0.18	1.0086
0.2	1.2886
0.22	0.75923
0.24	0.97558
0.26	1.0554
0.28	1.2422
0.3	0.95764
0.32	1.338
0.34	1.2996
0.36	0.88675
0.38	0.83219
0.4	0.96373
0.42	1.5444
0.44	1.0838
0.46	1.4145
0.48	0.77073
0.5	1.4209
0.52	1.7048
0.54	1.5759
0.56	0.94601
0.58	1.0911
0.6	1.3264
0.62	1.248
0.64	1.0775
0.66	1.6922
0.68	1.7709
0.7	1.6352
0.72	1.4705
0.74	1.7897
0.76	1.1681
0.78	1.5638
0.8	1.8597
0.82	1.7621
0.84	1.1259
0.86	1.3036
0.88	1.2913
0.9	1.308
0.92	1.4758
0.94	0.89707
0.96	1.4413
0.98	0.81944
1	0.91879
1.02	1.2115
1.04	0.88896
1.06	1.6253
1.08	1.5585
1.1	1.0801
1.12	1.3283
1.14	1.3544
1.16	1.3439
1.18	0.68891
1.2	0.99138
1.22	1.4928
1.24	1.0178
1.26	0.84807
1.28	1.3807
1.3	1.2081
1.32	1.3112
1.34	0.4272
1.36	1.0795
1.38	1.0911
1.4	1.2252
1.42	1.1018
1.44	0.53214
1.46	1.0546
1.48	0.94561
1.5	1.0802
1.52	0.30865
1.54	0.83813
1.56	0.25359
1.58	0.54271
1.6	0.14863
1.62	0.59214
1.64	0.20512
1.66	0.21932
1.68	0.68778
1.7	0.78504
1.72	0.25367
1.74	-0.082933
1.76	-0.11943
1.78	0.68925
1.8	0.080722
1.82	0.51008
1.84	0.36319
1.86	-0.21155
1.88	-0.14901
1.9	-0.11959
1.92	-0.28546
1.94	0.2119
1.96	0.078502
1.98	0.023934
2	0.15492
2.02	-0.197
2.04	-0.52765
2.06	-0.18459
2.08	-0.030579
2.1	-0.36271
2.12	-0.52869
2.14	0.0025724
2.16	0.038982
2.18	-0.18298
2.2	-0.11656
2.22	0.28339
2.24	-0.31638
2.26	-0.43683
2.28	-0.46202
2.3	-0.59176
2.32	-0.31301
2.34	0.07529
2.36	-0.097593
2.38	-0.3641
2.4	-0.53166
2.42	0.012219
2.44	-0.11779
2.46	-0.16356
2.48	-0.43705
2.5	-0.33841
2.52	-0.0066362
2.54	-0.056355
2.56	-0.12068
2.58	-0.485
2.6	-0.048781
2.62	0.15859
2.64	0.37874
2.66	-0.10442
2.68	0.32012
2.7	0.42766
2.72	-0.26158
2.74	-0.018684
2.76	-0.39559
2.78	-0.029855
2.8	0.34389
2.82	0.41707
2.84	0.39289
2.86	-0.24651
2.88	0.64441
2.9	0.15198
2.92	0.65505
2.94	0.30932
2.96	0.53314
2.98	0.41753
3	0.4593
3.02	0.81084
3.04	0.23419
3.06	0.50022
3.08	0.39245
3.1	0.26767
3.12	0.28317
3.14	0.84968
3.16	0.82848
3.18	0.74033
3.2	0.98121
3.22	0.94886
3.24	0.27564
3.26	1.1317
3.28	0.9262
3.3	0.93812
3.32	0.48302
3.34	0.57835
3.36	0.80902
3.38	0.32982
3.4	0.58606
3.42	0.69224
3.44	0.76667
3.46	0.39454
3.48	0.64447
3.5	0.8346
3.52	0.85734
3.54	1.2139
3.56	0.73346
3.58	1.2782
3.6	1.4321
3.62	0.61227
3.64	1.1739
3.66	0.9503
3.68	0.96007
3.7	0.85285
3.72	1.1639
3.74	1.1319
3.76	1.1142
3.78	0.96953
3.8	0.92579
3.82	1.4465
3.84	1.4917
3.86	0.7733
3.88	1.0939
3.9	0.88259
3.92	0.95275
3.94	1.4178
3.96	0.82591
3.98	0.54666
4	1.1564
4.02	0.88111
4.04	1.411
4.06	1.3511
4.08	0.79428
4.1	1.3196
4.12	1.1295
4.14	1.2827
4.16	0.47336
4.18	0.71218
4.2	1.3443
4.22	0.60717
4.24	0.76583
4.26	1.0068
4.28	0.62274
4.3	0.55591
4.32	0.85404
4.34	1.0922
4.36	0.58667
4.38	0.59881
4.4	1.1131
4.42	0.85471
4.44	0.41778
4.46	0.97247
4.48	0.98947
4.5	1.0021
4.52	0.54517
4.54	0.39059
4.56	0.49251
4.58	0.54012
4.6	0.88956
4.62	0.09736
4.64	0.14453
4.66	0.45831
4.68	0.50257
4.7	0.89054
4.72	0.36644
4.74	0.48258
4.76	0.53355
4.78	0.19786
4.8	-0.030617
4.82	0.63065
4.84	0.034413
4.86	0.47181
4.88	-0.09623
4.9	-0.025447
4.92	0.51169
4.94	-0.062633
4.96	0.43193
4.98	0.52327
5	0.40574
5.02	0.39328
5.04	0.54578
5.06	0.063919
5.08	-0.26419
5.1	0.6641
5.12	0.097924
5.14	0.086478
5.16	-0.17669
5.18	0.2329
5.2	0.32881
5.22	0.11354
5.24	0.2152
5.26	0.40942
5.28	0.06006
5.3	0.33699
5.32	0.1307
5.34	0.51886
5.36	0.60168
5.38	0.064073
5.4	0.13902
5.42	-0.055014
5.44	0.40076
5.46	-0.21829
5.48	0.37441
5.5	0.055944
5.52	-0.39383
5.54	-0.098289
5.56	0.40456
5.58	0.41969
5.6	0.03341
5.62	0.51208
5.64	-0.17395
5.66	-0.0078107
5.68	0.11928
5.7	-0.05251
5.72	0.41484
5.74	0.23646
5.76	-0.0066688
5.78	-0.040606
5.8	0.45127
5.82	-0.025338
5.84	0.29803
5.86	0.11764
5.88	-0.25401
5.9	-0.029073
5.92	0.46586
5.94	0.46871
5.96	0.16924
5.98	0.44094
6	-0.073041
6.02	-0.022558
6.04	0.39638
6.06	0.27009
6.08	0.66851
6.1	0.72177
6.12	0.67899
6.14	0.25014
6.16	0.7466
6.18	0.32723
6.2	0.89581
6.22	0.30015
6.24	0.17463
6.26	0.5593
6.28	0.10311
6.3	0.70929
6.32	0.89436
6.34	0.19083
6.36	0.60416
6.38	0.60925
6.4	0.55886
6.42	0.831
6.44	0.34022
6.46	0.28106
6.48	0.8504
6.5	1.0839
6.52	0.6985
6.54	1.1217
6.56	0.56909
6.58	0.55808
6.6	0.38011
6.62	0.25126
6.64	0.41918
6.66	0.8965
6.68	1.1892
6.7	0.90682
6.72	0.72995
6.74	0.79063
6.76	0.36134
6.78	1.0457
6.8	1.057
6.82	1.1313
6.84	1.1865
6.86	0.75347
6.88	0.99654
6.9	0.44187
6.92	0.45586
6.94	1.1771
6.96	1.2385
6.98	0.66673
7	0.96694
7.02	0.74349
7.04	1.0426
7.06	1.2242
7.08	0.71989
7.1	0.6123
7.12	0.86433
